#YYYYMMDD,hour,TDays,Precip_mm_Value,PressureSeaLevel,Temp,HumidityRelative,Clouds8th,WindDirection,WindSpeed_ms
*
19971231,13,2921.541667,,1002.5,1.299999952,93,8,60,2.099999905
19971231,19,2921.791667,3.6,1001.700012,1.200000048,96,8,50,1.5
19980101,1,2922.041667,,1002.5,1.700000048,96,8,40,2.599999905
19980101,7,2922.291667,3.5,1005.200012,1.299999952,97,8,0,0
19980101,13,2922.541667,,1007.400024,0.699999988,96,8,220,2.099999905
19980101,19,2922.791667,0.6,1004.200012,2.200000048,97,8,150,2.599999905
19980102,1,2923.041667,,1000.400024,2.400000095,93,8,160,4.599999905
19980102,7,2923.291667,0.3,996.9000244,2.599999905,85,8,140,4.099999905
19980102,13,2923.541667,,995.7000122,2.799999952,89,8,120,2.099999905
19980102,19,2923.791667,0,995.7999878,2.099999905,89,8,70,2.599999905
19980103,1,2924.041667,,996.7000122,2,89,8,60,3.099999905
19980103,7,2924.291667,0,995.5,1.600000024,90,7,40,3.099999905
19980103,13,2924.541667,,990.2999878,2.099999905,91,8,60,4.099999905
19980103,19,2924.791667,0.2,983.2999878,2.799999952,94,8,90,2.099999905
19980104,1,2925.041667,,977.9000244,3.299999952,90,8,70,5.099999905
19980104,7,2925.291667,1.7,977.4000244,2.099999905,91,8,30,5.099999905
19980104,13,2925.541667,,978.5999756,2.5,91,8,10,4.099999905
19980104,19,2925.791667,1,981.2000122,2.599999905,88,8,30,2.099999905
19980105,1,2926.041667,,983.2000122,1.200000048,97,8,40,1.5
19980105,7,2926.291667,1.5,984.2000122,1.700000048,91,8,30,1.5
19980105,13,2926.541667,,985.9000244,2.5,88,7,70,1
19980105,19,2926.791667,0,987.7000122,1,93,8,90,1
19980106,1,2927.041667,,989,0.899999976,93,8,100,1
19980106,7,2927.291667,0.2,990.7000122,0.300000012,98,8,270,1
19980106,13,2927.541667,,995.5999756,0.300000012,80,2,20,4.599999905
19980106,19,2927.791667,0,1000.099976,-2.200000048,85,2,110,1
19980107,1,2928.041667,,1003.799988,-4.300000191,90,1,20,1.5
19980107,7,2928.291667,0,1004.799988,-5.699999809,90,1,40,2.099999905
19980107,13,2928.541667,,1004.299988,-3.200000048,84,7,330,0.5
19980107,19,2928.791667,0,1002,-2.400000095,88,7,40,5.099999905
19980108,1,2929.041667,,1001.799988,-1.700000048,82,7,30,4.599999905
19980108,7,2929.291667,0,1003.299988,-1,83,8,40,3.599999905
19980108,13,2929.541667,,1007.099976,-0.5,83,7,50,1.5
19980108,19,2929.791667,0.1,1010.299988,-1.200000048,92,7,220,1.5
19980109,1,2930.041667,,1013.400024,-1.799999952,89,8,240,1
19980109,7,2930.291667,0,1016.900024,-3.299999952,87,8,30,2.599999905
19980109,13,2930.541667,,1021.799988,-4,90,8,10,2.599999905
19980109,19,2930.791667,0.2,1022.099976,-4.099999905,90,8,20,4.599999905
19980110,1,2931.041667,,1019.900024,-2,97,8,30,1
19980110,7,2931.291667,4,1012.799988,0.300000012,97,8,310,1.5
19980110,13,2931.541667,,1009.599976,2.299999952,97,8,280,1.5
19980110,19,2931.791667,0.1,1008.900024,3.5,97,8,230,1
19980111,1,2932.041667,,1008.5,2.900000095,97,9,0,0
19980111,7,2932.291667,0.1,1008.400024,3,97,9,280,0.5
19980111,13,2932.541667,,1011.299988,3.099999905,97,9,260,1
19980111,19,2932.791667,0.1,1011.700012,2.900000095,97,9,20,1
19980112,1,2933.041667,,1010.700012,4.099999905,97,9,280,1
19980112,7,2933.291667,0.3,1007.799988,3.700000048,97,9,200,2.099999905
19980112,13,2933.541667,,1008.200012,3.700000048,97,8,200,1
19980112,19,2933.791667,0,1009.400024,2.799999952,97,9,320,0.5
19980113,1,2934.041667,,1010.099976,1.5,97,9,60,1.5
19980113,7,2934.291667,0.2,1008.900024,2.099999905,97,9,40,1
19980113,13,2934.541667,,1008.799988,2.599999905,97,8,250,1
19980113,19,2934.791667,2.3,1007.700012,4,97,8,240,1.5
19980114,1,2935.041667,,1007,3.900000095,97,8,50,0.5
19980114,7,2935.291667,5.3,1005.099976,4,97,8,190,2.099999905
19980114,13,2935.541667,,1005.200012,3.599999905,97,9,180,3.099999905
19980114,19,2935.791667,3.2,1002.400024,3.5,94,8,80,1.5
19980115,1,2936.041667,,999.0999756,4,94,8,60,2.099999905
19980115,7,2936.291667,7.4,994.5999756,5.400000095,94,8,180,4.599999905
19980115,13,2936.541667,,996.5,5.5,86,2,220,3.599999905
19980115,19,2936.791667,2,997.4000244,3.5,91,8,200,2.099999905
19980116,1,2937.041667,,992.5,2.099999905,94,8,40,2.599999905
19980116,7,2937.291667,5.3,992.7000122,3.400000095,91,8,200,3.099999905
19980116,13,2937.541667,,993,4,91,7,210,2.599999905
19980116,19,2937.791667,1.1,993.4000244,1.100000024,94,7,40,0.5
19980117,1,2938.041667,,995.0999756,1.200000048,97,9,240,1
19980117,7,2938.291667,0,995.0999756,-0.200000003,92,6,230,1
19980117,13,2938.541667,,996.7000122,-0.5,93,8,230,1.5
19980117,19,2938.791667,0,997.2999878,-1,95,6,240,1
19980118,1,2939.041667,,999.2999878,-1,73,2,100,2.099999905
19980118,7,2939.291667,0,1000.599976,-2.700000048,89,2,30,1
19980118,13,2939.541667,,1001,-1.399999976,75,3,240,1.5
19980118,19,2939.791667,0,999.9000244,-2.900000095,70,8,50,2.599999905
19980119,1,2940.041667,,998.7999878,-2.799999952,61,8,30,2.599999905
19980119,7,2940.291667,0.3,997.2999878,-3.5,71,8,40,10.80000019
19980119,13,2940.541667,,999.7999878,-2.5,62,8,40,9.800000191
19980119,19,2940.791667,0.2,1006.200012,-1.399999976,51,8,30,9.300000191
19980120,1,2941.041667,,1014.599976,-1.600000024,48,1,30,8.699999809
19980120,7,2941.291667,0,1023.700012,-4.599999905,44,0,20,7.699999809
19980120,13,2941.541667,,1030.300049,-3.299999952,39,1,20,6.199999809
19980120,19,2941.791667,0,1034.900024,-5.199999809,49,0,20,3.599999905
19980121,1,2942.041667,,1038.400024,-8.399999619,67,0,60,1
19980121,7,2942.291667,0,1039.699951,-9.600000381,76,0,40,1.5
19980121,13,2942.541667,,1040,-6.599999905,67,6,0,0
19980121,19,2942.791667,0,1039,-9.199999809,84,4,50,1.5
19980122,1,2943.041667,,1038,-10.5,92,3,320,0.5
19980122,7,2943.291667,0,1034.800049,-7.400000095,97,8,250,1
19980122,13,2943.541667,,1032.099976,-1.200000048,83,8,210,2.599999905
19980122,19,2943.791667,0.2,1031,0.5,94,8,220,2.099999905
19980123,1,2944.041667,,1029,1.200000048,94,7,210,2.099999905
19980123,7,2944.291667,0.7,1025.699951,1.600000024,96,8,200,2.099999905
19980123,13,2944.541667,,1023.099976,1.799999952,96,8,30,2.099999905
19980123,19,2944.791667,1.5,1026.699951,0.800000012,67,1,60,2.599999905
19980124,1,2945.041667,,1031.5,0.400000006,59,0,360,6.199999809
19980124,7,2945.291667,0,1035.900024,-1,55,5,360,4.099999905
19980124,13,2945.541667,,1037.900024,1.299999952,46,1,150,0.5
19980124,19,2945.791667,0,1037.900024,-3.200000048,67,0,50,2.099999905
19980125,1,2946.041667,,1036.800049,-6.400000095,77,1,0,0
19980125,7,2946.291667,0,1035,-7.800000191,85,2,20,1
19980125,13,2946.541667,,1035,-3,76,3,210,1
19980125,19,2946.791667,0,1034.5,-5.400000095,88,0,0,0
19980126,1,2947.041667,,1033.599976,-7,93,0,30,0.5
19980126,7,2947.291667,0,1031.5,-7.800000191,95,1,0,0
19980126,13,2947.541667,,1028.699951,-5.099999905,93,5,230,1.5
19980126,19,2947.791667,0,1024.699951,-5.5,88,7,10,1.5
19980127,1,2948.041667,,1018.200012,-5.199999809,94,7,0,0
19980127,7,2948.291667,0,1010.099976,-3.799999952,90,7,60,1.5
19980127,13,2948.541667,,1004.799988,0.600000024,81,7,280,2.099999905
19980127,19,2948.791667,0,1006.799988,2.700000048,43,5,330,4.099999905
19980128,1,2949.041667,,1011.299988,-3.5,67,1,30,1
19980128,7,2949.291667,0,1012.900024,-4.199999809,64,4,50,2.099999905
19980128,13,2949.541667,,1013.5,-2.400000095,74,7,210,1.5
19980128,19,2949.791667,0,1014.599976,-4.400000095,67,2,30,2.099999905
19980129,1,2950.041667,,1017.599976,-7.400000095,91,0,310,1
19980129,7,2950.291667,0,1018.200012,-8,90,4,20,1
19980129,13,2950.541667,,1015.200012,-4.599999905,83,7,240,1
19980129,19,2950.791667,0,1008.200012,-4.900000095,84,6,290,1
19980130,1,2951.041667,,1002.200012,-3.400000095,80,3,30,2.099999905
19980130,7,2951.291667,0,1005.400024,-1.299999952,54,4,10,4.099999905
19980130,13,2951.541667,,1011.599976,-3,29,1,10,8.699999809
19980130,19,2951.791667,0,1016.900024,-7.900000095,40,0,40,1.5
19980131,1,2952.041667,,1022,-10.30000019,40,0,40,3.099999905
19980131,7,2952.291667,0,1024.300049,-11,37,0,40,4.599999905
19980131,13,2952.541667,,1024.699951,-6.5,37,2,220,1.5
19980131,19,2952.791667,0,1022.200012,-9.600000381,65,2,230,0.5
19980201,1,2953.041667,,1017.200012,-9.899999619,77,6,0,0
19980201,7,2953.291667,0,1011.599976,-6.5,74,7,40,2.099999905
19980201,13,2953.541667,,1008.299988,-3.599999905,75,8,0,0
19980201,19,2953.791667,0,1003.400024,-2.5,92,8,90,0.5
19980202,1,2954.041667,,999.7000122,-3.700000048,93,2,280,1
19980202,7,2954.291667,0,997.5,-6.900000095,90,2,190,1
19980202,13,2954.541667,,993,-4.099999905,91,9,30,2.599999905
19980202,19,2954.791667,3.5,990.0999756,-3.799999952,90,9,30,10.80000019
19980203,1,2955.041667,,994.0999756,-4.400000095,78,8,30,9.300000191
19980203,7,2955.291667,1.9,1000,-7.800000191,73,3,40,4.099999905
19980203,13,2955.541667,,1003.799988,-8,65,2,50,3.599999905
19980203,19,2955.791667,0,1005.5,-11.89999962,76,3,40,3.599999905
19980204,1,2956.041667,,1003.900024,-12.10000038,85,8,80,1.5
19980204,7,2956.291667,4.2,999.7000122,-11.80000019,85,8,40,3.099999905
19980204,13,2956.541667,,1000.099976,-9.300000191,82,8,30,1.5
19980204,19,2956.791667,0.1,1000.200012,-10.30000019,89,8,50,2.099999905
19980205,1,2957.041667,,996.0999756,-8.399999619,92,8,40,2.599999905
19980205,7,2957.291667,1.5,1000.200012,-12.10000038,93,2,0,0
19980205,13,2957.541667,,998.5,-5.699999809,87,3,240,0.5
19980205,19,2957.791667,0,1004,-2.900000095,69,7,130,1.5
19980206,1,2958.041667,,1008.900024,-2.900000095,79,8,40,1.5
19980206,7,2958.291667,0.1,1010.099976,-3.400000095,96,8,60,1
19980206,13,2958.541667,,1010.599976,-1.299999952,99,9,220,1
19980206,19,2958.791667,0.1,1008.599976,-0.5,99,9,0,0
19980207,1,2959.041667,,1006.700012,0.300000012,99,9,0,0
19980207,7,2959.291667,0,1002.099976,3,99,9,220,4.099999905
19980207,13,2959.541667,,999.7999878,3.5,93,8,200,3.599999905
19980207,19,2959.791667,0,1000,2.700000048,95,8,190,1.5
19980208,1,2960.041667,,1003.299988,1,96,8,240,1.5
19980208,7,2960.291667,0.1,1008,-1.299999952,94,3,50,1.5
19980208,13,2960.541667,,1011.400024,1.799999952,72,7,170,0.5
19980208,19,2960.791667,0.1,1008.599976,2,85,8,210,2.099999905
19980209,1,2961.041667,,1004.5,3.099999905,94,7,210,4.599999905
19980209,7,2961.291667,0,1004.200012,3,96,7,250,1.5
19980209,13,2961.541667,,1005.200012,6.800000191,81,4,250,1
19980209,19,2961.791667,0,1005.700012,4.199999809,93,6,230,1.5
19980210,1,2962.041667,,1001.700012,4.800000191,96,8,210,2.599999905
19980210,7,2962.291667,0,998.4000244,4.800000191,94,8,190,1.5
19980210,13,2962.541667,,1003.099976,8.199999809,35,3,250,6.699999809
19980210,19,2962.791667,0,1008.400024,3.400000095,52,2,330,2.099999905
19980211,1,2963.041667,,1012.200012,0.200000003,75,2,250,2.099999905
19980211,7,2963.291667,0,1009.299988,1.5,84,1,210,3.599999905
19980211,13,2963.541667,,1004.599976,3.900000095,96,8,200,3.099999905
19980211,19,2963.791667,2.4,999.7000122,3.5,97,9,300,0.5
19980212,1,2964.041667,,1001.900024,2.299999952,97,8,360,0.5
19980212,7,2964.291667,0,1004.200012,2,96,8,250,1
19980212,13,2964.541667,,1007.099976,3,91,8,210,0.5
19980212,19,2964.791667,0,1011.900024,1,94,5,70,1.5
19980213,1,2965.041667,,1019.400024,0.5,71,7,250,1.5
19980213,7,2965.291667,0,1024,-0.400000006,54,6,100,1.5
19980213,13,2965.541667,,1027.099976,0.800000012,63,7,240,1.5
19980213,19,2965.791667,0,1025,0.5,72,8,210,2.099999905
19980214,1,2966.041667,,1020.799988,0,89,8,240,2.599999905
19980214,7,2966.291667,1.7,1013.900024,0.5,97,8,310,0.5
19980214,13,2966.541667,,1011.900024,1.799999952,95,8,230,1
19980214,19,2966.791667,0,1013.700012,2.5,93,6,40,1.5
19980215,1,2967.041667,,1014.599976,2,94,3,60,1.5
19980215,7,2967.291667,0,1014.900024,0,95,1,50,1.5
19980215,13,2967.541667,,1013.5,3.099999905,84,6,220,1
19980215,19,2967.791667,0,1010.299988,1,95,8,0,0
19980216,1,2968.041667,,1003.299988,2,96,8,30,2.099999905
19980216,7,2968.291667,2.7,995.4000244,3,94,8,40,4.099999905
19980216,13,2968.541667,,1000.700012,2.299999952,69,7,30,6.699999809
19980216,19,2968.791667,5.8,1010.5,0.600000024,61,0,40,3.099999905
19980217,1,2969.041667,,1018.099976,-2,67,0,60,2.099999905
19980217,7,2969.291667,0,1021.599976,-2.799999952,80,6,50,1.5
19980217,13,2969.541667,,1022,0.5,69,7,220,1.5
19980217,19,2969.791667,0,1019.099976,-0.100000001,75,7,290,1
19980218,1,2970.041667,,1015.299988,-1.200000048,87,2,0,0
19980218,7,2970.291667,0,1016.099976,-0.100000001,94,7,50,2.599999905
19980218,13,2970.541667,,1016.099976,6.800000191,71,7,270,1.5
19980218,19,2970.791667,0,1014.099976,6.699999809,78,7,200,2.099999905
19980219,1,2971.041667,,1011.400024,5.5,88,8,290,1
19980219,7,2971.291667,0,1008.400024,2.5,97,4,150,2.099999905
19980219,13,2971.541667,,1008.700012,12.5,42,5,270,0.5
19980219,19,2971.791667,0,1010,7.300000191,66,8,200,0.5
19980220,1,2972.041667,,1010.700012,5.199999809,76,3,290,1.5
19980220,7,2972.291667,0,1011.299988,4.199999809,89,8,250,1.5
19980220,13,2972.541667,,1010.299988,7.300000191,86,8,180,2.599999905
19980220,19,2972.791667,0,1008.099976,5.900000095,93,8,220,3.599999905
19980221,1,2973.041667,,1004.900024,5.5,97,8,190,6.699999809
19980221,7,2973.291667,0,999.5999756,5.300000191,98,8,200,5.099999905
19980221,13,2973.541667,,998.2000122,6.099999905,94,8,190,4.099999905
19980221,19,2973.791667,0,999.2000122,6.099999905,91,8,180,2.099999905
19980222,1,2974.041667,,997.5999756,4.699999809,95,8,190,2.099999905
19980222,7,2974.291667,1.2,998.5,2.299999952,97,1,210,2.599999905
19980222,13,2974.541667,,1004.799988,7.900000095,33,1,280,4.099999905
19980222,19,2974.791667,0,1008,3,48,6,250,4.099999905
19980223,1,2975.041667,,1007.099976,3.299999952,69,5,200,2.099999905
19980223,7,2975.291667,0,1002.400024,5.199999809,79,7,220,7.199999809
19980223,13,2975.541667,,998,9.800000191,67,6,220,6.199999809
19980223,19,2975.791667,0,1005.599976,8.5,41,6,140,1.5
19980224,1,2976.041667,,1011.700012,2.200000048,67,6,20,2.599999905
19980224,7,2976.291667,0,1016.5,3.200000048,68,7,70,1
19980224,13,2976.541667,,1022.400024,6.900000095,50,8,240,1.5
19980224,19,2976.791667,0,1025.400024,4.900000095,62,8,30,2.099999905
19980225,1,2977.041667,,1026.599976,4.599999905,67,8,240,1
19980225,7,2977.291667,0.1,1024,1,89,5,0,0
19980225,13,2977.541667,,1022,5,89,6,90,1
19980225,19,2977.791667,0,1018.299988,7.300000191,60,5,240,4.599999905
19980226,1,2978.041667,,1014.700012,2.700000048,78,1,220,2.099999905
19980226,7,2978.291667,0,1009,2.099999905,89,6,230,3.099999905
19980226,13,2978.541667,,1005.599976,8.899999619,70,6,210,3.599999905
19980226,19,2978.791667,0,1003.299988,5.699999809,53,3,220,6.699999809
19980227,1,2979.041667,,995.7000122,4.800000191,71,8,190,4.599999905
19980227,7,2979.291667,0,985,4.900000095,81,7,220,4.099999905
19980227,13,2979.541667,,978.2000122,5.300000191,82,8,240,4.599999905
19980227,19,2979.791667,0,975.5,2.299999952,69,6,230,3.099999905
19980228,1,2980.041667,,974.2000122,0.5,74,1,210,6.699999809
19980228,7,2980.291667,0,975.7999878,1.299999952,56,1,300,2.599999905
19980228,13,2980.541667,,980,4.300000191,41,6,290,4.599999905
19980228,19,2980.791667,0,984.9000244,1.5,40,3,300,5.099999905
19980301,1,2981.041667,,990.2000122,-1,45,8,300,3.099999905
19980301,7,2981.291667,0,994.0999756,-3,48,6,290,4.099999905
19980301,13,2981.541667,,997.5,0.699999988,36,4,330,4.099999905
19980301,19,2981.791667,0,1001.099976,-2.299999952,41,5,340,3.599999905
19980302,1,2982.041667,,1004,-6.099999905,49,0,130,1
19980302,7,2982.291667,0,1002.099976,-8.600000381,69,7,40,4.099999905
19980302,13,2982.541667,,999.7000122,-5.199999809,54,8,30,4.099999905
19980302,19,2982.791667,0,1000.299988,-4.300000191,50,3,30,4.599999905
19980303,1,2983.041667,,1003.099976,-8.300000191,78,2,40,1.5
19980303,7,2983.291667,0,1003.299988,-10,87,6,40,1.5
19980303,13,2983.541667,,1000.799988,-5.199999809,73,8,50,2.599999905
19980303,19,2983.791667,0.2,992,-5.199999809,86,8,30,6.199999809
19980304,1,2984.041667,,986.9000244,-4.199999809,96,8,230,1
19980304,7,2984.291667,0.1,983.9000244,-5.699999809,92,8,300,0.5
19980304,13,2984.541667,,979.7000122,-0.200000003,77,4,220,1.5
19980304,19,2984.791667,0,982,-1.200000048,89,8,20,2.099999905
19980305,1,2985.041667,,988.9000244,-3.299999952,53,1,360,4.599999905
19980305,7,2985.291667,0.1,993.7999878,-6.900000095,66,7,280,1
19980305,13,2985.541667,,998.2000122,0.800000012,39,4,210,2.599999905
19980305,19,2985.791667,0,1000.200012,-0.5,52,7,180,2.099999905
19980306,1,2986.041667,,996.7000122,-1.399999976,100,8,110,2.599999905
19980306,7,2986.291667,16,992.7999878,-2.900000095,88,8,20,6.699999809
19980306,13,2986.541667,,1002.200012,-1.5,76,7,10,6.199999809
19980306,19,2986.791667,2.4,1007.200012,-2.099999905,69,6,40,5.099999905
19980307,1,2987.041667,,1009.299988,-8.399999619,82,0,110,1.5
19980307,7,2987.291667,0,1008,-10,74,6,100,1.5
19980307,13,2987.541667,,1006.900024,-2.5,61,6,60,4.599999905
19980307,19,2987.791667,0,1006.400024,-4.599999905,61,6,30,3.599999905
19980308,1,2988.041667,,1007.700012,-8.100000381,66,0,320,0.5
19980308,7,2988.291667,0,1008.599976,-9.699999809,73,0,40,2.099999905
19980308,13,2988.541667,,1008.200012,-0.200000003,44,1,200,2.099999905
19980308,19,2988.791667,0,1010.299988,-2.5,56,1,20,2.099999905
19980309,1,2989.041667,,1014.799988,-6.199999809,75,1,90,1
19980309,7,2989.291667,0,1017.5,-9.399999619,81,0,10,1
19980309,13,2989.541667,,1018.599976,2.5,43,1,220,1.5
19980309,19,2989.791667,0,1020.299988,-0.699999988,41,2,330,2.599999905
19980310,1,2990.041667,,1023.900024,-4.400000095,60,1,20,1.5
19980310,7,2990.291667,0,1026.5,-8.199999809,73,0,20,1
19980310,13,2990.541667,,1026.300049,1,49,1,220,2.599999905
19980310,19,2990.791667,0,1023.299988,-1.200000048,59,5,200,3.099999905
19980311,1,2991.041667,,1021.099976,-6.300000191,82,3,250,1.5
19980311,7,2991.291667,0.2,1016,-3.299999952,89,8,110,1.5
19980311,13,2991.541667,,1012.200012,1,81,8,190,6.699999809
19980311,19,2991.791667,0.1,1009.700012,0.400000006,87,8,180,8.199999809
19980312,1,2992.041667,,1006.299988,-1.899999976,93,8,70,3.099999905
19980312,7,2992.291667,6.5,1010.700012,-2.799999952,73,7,10,8.199999809
19980312,13,2992.541667,,1015.200012,0.5,43,1,10,6.699999809
19980312,19,2992.791667,0,1017.5,-2.299999952,52,3,40,2.099999905
19980313,1,2993.041667,,1014.799988,-4.099999905,83,8,230,1.5
19980313,7,2993.291667,0,1008.400024,-3.400000095,88,3,340,1.5
19980313,13,2993.541667,,1004.400024,7,50,6,260,1.5
19980313,19,2993.791667,0,1009.299988,1.899999976,41,5,360,4.099999905
19980314,1,2994.041667,,1011.5,-0.800000012,52,0,310,2.599999905
19980314,7,2994.291667,0,1014.799988,-0.5,49,3,340,3.099999905
19980314,13,2994.541667,,1017.099976,5.099999905,42,7,360,2.599999905
19980314,19,2994.791667,0,1016.700012,2,79,7,280,2.099999905
19980315,1,2995.041667,,1016.299988,-0.200000003,89,6,20,1
19980315,7,2995.291667,0,1017.799988,-2,94,7,50,1.5
19980315,13,2995.541667,,1018.799988,5,66,7,260,0.5
19980315,19,2995.791667,0,1018.099976,3.299999952,82,4,200,1.5
19980316,1,2996.041667,,1016.200012,2,98,8,220,1.5
19980316,7,2996.291667,0.1,1016.700012,1.5,99,9,20,2.099999905
19980316,13,2996.541667,,1017.900024,9.600000381,45,5,200,2.599999905
19980316,19,2996.791667,0,1017.299988,5.5,67,8,30,1.5
19980317,1,2997.041667,,1017.299988,0.899999976,88,1,360,1
19980317,7,2997.291667,0,1017.700012,-2.599999905,94,1,0,0
19980317,13,2997.541667,,1016,7.099999905,57,5,200,2.599999905
19980317,19,2997.791667,0,1010.900024,3,93,7,180,2.599999905
19980318,1,2998.041667,,1005.900024,2.799999952,89,1,220,1
19980318,7,2998.291667,0,1009.099976,3,50,1,260,3.599999905
19980318,13,2998.541667,,1011.200012,7.900000095,31,3,300,6.199999809
19980318,19,2998.791667,0,1017.099976,2.200000048,33,1,340,5.099999905
19980319,1,2999.041667,,1023.299988,-2.099999905,43,0,220,1.5
19980319,7,2999.291667,0,1022.799988,-3.700000048,60,1,190,1.5
19980319,13,2999.541667,,1020.5,4.5,46,3,210,4.599999905
19980319,19,2999.791667,0,1021.799988,2,38,1,330,6.199999809
19980320,1,3000.041667,,1023.900024,-1.399999976,48,0,250,1.5
19980320,7,3000.291667,0,1024,-0.699999988,48,1,340,2.599999905
19980320,13,3000.541667,,1024.699951,5.599999905,35,4,10,6.699999809
19980320,19,3000.791667,0,1027.699951,3,41,3,360,3.099999905
19980321,1,3001.041667,,1031.099976,-0.600000024,57,0,110,0.5
19980321,7,3001.291667,0,1032.199951,-2.5,72,4,60,0.5
19980321,13,3001.541667,,1031.800049,4,50,7,210,2.599999905
19980321,19,3001.791667,0,1030.400024,3.400000095,62,8,200,1.5
19980322,1,3002.041667,,1030.699951,1.399999976,77,6,270,1
19980322,7,3002.291667,0,1031.199951,1.299999952,85,7,20,0.5
19980322,13,3002.541667,,1031.300049,8.199999809,62,7,260,0.5
19980322,19,3002.791667,0,1032.599976,7.599999905,56,6,20,3.099999905
19980323,1,3003.041667,,1040.300049,1.399999976,89,8,130,2.599999905
19980323,7,3003.291667,0.2,1042.699951,0.200000003,86,7,190,3.599999905
19980323,13,3003.541667,,1041.400024,3.900000095,58,4,210,5.699999809
19980323,19,3003.791667,0,1037.5,1.299999952,76,4,210,4.099999905
19980324,1,3004.041667,,1034.5,-1.399999976,94,4,240,3.099999905
19980324,7,3004.291667,0,1030.900024,0.800000012,79,6,210,5.099999905
19980324,13,3004.541667,,1029,3.700000048,79,8,210,5.699999809
19980324,19,3004.791667,0.1,1026.599976,3.299999952,85,8,190,5.099999905
19980325,1,3005.041667,,1025.5,3.5,90,8,200,4.099999905
19980325,7,3005.291667,0,1025.900024,1.200000048,99,6,320,2.099999905
19980325,13,3005.541667,,1025.300049,7.5,61,7,230,2.099999905
19980325,19,3005.791667,0.1,1023.900024,4.099999905,93,8,190,3.599999905
19980326,1,3006.041667,,1021.400024,3.599999905,94,8,190,3.099999905
19980326,7,3006.291667,0.1,1018.400024,3.400000095,97,8,190,4.099999905
19980326,13,3006.541667,,1015.200012,5.699999809,68,8,190,5.699999809
19980326,19,3006.791667,0,1010.299988,4.599999905,55,8,200,6.699999809
19980327,1,3007.041667,,1004,0.600000024,99,8,180,2.599999905
19980327,7,3007.291667,12.9,1000.299988,0.699999988,99,8,250,1
19980327,13,3007.541667,,1003.299988,4,91,8,310,1.5
19980327,19,3007.791667,0,1006.299988,6.900000095,76,1,310,1.5
19980328,1,3008.041667,,1012,1.899999976,79,0,20,1.5
19980328,7,3008.291667,0,1015.900024,-0.100000001,88,6,270,0.5
19980328,13,3008.541667,,1017.299988,8.600000381,50,6,220,3.099999905
19980328,19,3008.791667,0,1017.299988,6.300000191,84,8,190,3.599999905
19980329,1,3009.041667,,1017,5.199999809,92,8,180,2.099999905
19980329,7,3009.291667,0,1016.5,4.699999809,97,8,0,0
19980329,13,3009.541667,,1017.200012,6.300000191,98,9,210,2.099999905
19980329,19,3009.791667,0.1,1018.099976,6.400000095,96,9,190,2.099999905
19980330,1,3010.041667,,1019.400024,4.800000191,96,9,260,1
19980330,7,3010.291667,0.3,1018.900024,5,96,9,0,0
19980330,13,3010.541667,,1017,6.099999905,91,8,0,0
19980330,19,3010.791667,3.3,1012,5.699999809,89,8,220,2.099999905
19980331,1,3011.041667,,1006.599976,5.099999905,95,8,190,3.099999905
19980331,7,3011.291667,4.1,1002.400024,4.599999905,96,8,230,3.099999905
19980331,13,3011.541667,,1002.5,13.69999981,60,1,200,2.099999905
19980331,19,3011.791667,0,1006.5,8.300000191,54,8,40,8.199999809
19980401,1,3012.041667,,1011.400024,2.700000048,88,1,360,2.599999905
19980401,7,3012.291667,0.7,1014.200012,2.900000095,65,5,20,4.099999905
19980401,13,3012.541667,,1016.400024,4.900000095,53,7,80,3.099999905
19980401,19,3012.791667,0,1015.799988,3.799999952,54,3,30,2.099999905
19980402,1,3013.041667,,1017.700012,-2,76,1,30,1.5
19980402,7,3013.291667,0,1018.599976,-1.600000024,71,7,90,2.099999905
19980402,13,3013.541667,,1019,2.099999905,46,6,40,5.099999905
19980402,19,3013.791667,0,1017.700012,2.5,39,6,80,4.599999905
19980403,1,3014.041667,,1021.099976,-2.599999905,57,4,60,4.099999905
19980403,7,3014.291667,0,1020.400024,-4.800000191,74,2,50,5.099999905
19980403,13,3014.541667,,1016.099976,-0.300000012,55,5,70,5.099999905
19980403,19,3014.791667,0,1010.599976,0.5,50,6,50,5.099999905
19980404,1,3015.041667,,1008.700012,-1.700000048,57,8,50,7.199999809
19980404,7,3015.291667,0,1007.099976,-3.200000048,51,8,50,5.699999809
19980404,13,3015.541667,,1003.200012,-0.899999976,54,8,40,9.300000191
19980404,19,3015.791667,2.3,1003.599976,-2,94,8,40,7.199999809
19980405,1,3016.041667,,1004.200012,-2.200000048,91,8,20,6.699999809
19980405,7,3016.291667,3,1004.400024,-2.299999952,84,8,40,5.699999809
19980405,13,3016.541667,,1004.5,2.900000095,57,4,50,4.099999905
19980405,19,3016.791667,0,1005.400024,2.599999905,62,5,70,1
19980406,1,3017.041667,,1007,0.200000003,87,7,40,1.5
19980406,7,3017.291667,0,1007.799988,0.400000006,84,6,60,0.5
19980406,13,3017.541667,,1007.799988,6.900000095,52,2,220,3.099999905
19980406,19,3017.791667,0,1006.400024,5.800000191,53,2,240,2.599999905
19980407,1,3018.041667,,1006.299988,-0.699999988,91,3,0,0
19980407,7,3018.291667,0,1005.5,0.800000012,90,7,50,1.5
19980407,13,3018.541667,,1005,4,83,7,220,2.099999905
19980407,19,3018.791667,0,1003.900024,4.099999905,63,8,30,2.099999905
